method,augmentation_family,seed,generated_anomaly_used,threshold,validation_precision,validation_recall,validation_f1,precision,recall,f1,f2,auprc,false_negative,false_positive
Magnitude warping,traditional,42,1000,0.6499999999999999,0.4642857142857143,0.8719512195121951,0.6059322033898306,0.46984126984126984,1.0,0.6393088552915767,0.8158765159867696,0.9632867420814195,0,334
Magnitude warping,traditional,42,1000,0.6599999999999999,0.47157190635451507,0.8597560975609756,0.6090712742980562,0.4868421052631579,1.0,0.6548672566371682,0.8258928571428571,0.9632867420814195,0,312
Magnitude warping,traditional,42,1000,0.6699999999999999,0.486013986013986,0.8475609756097561,0.6177777777777778,0.5017006802721088,0.9966216216216216,0.667420814479638,0.832392776523702,0.9632867420814195,1,293
Magnitude warping,traditional,42,1000,0.6799999999999999,0.5018181818181818,0.8414634146341463,0.6287015945330297,0.5212765957446809,0.9932432432432432,0.6837209302325581,0.8409610983981693,0.9632867420814195,2,270
Magnitude warping,traditional,42,1000,0.69,0.5133079847908745,0.823170731707317,0.6323185011709602,0.5454545454545454,0.9932432432432432,0.704191616766467,0.853163087637841,0.9632867420814195,2,245
Magnitude warping,traditional,42,1000,0.7,0.5294117647058824,0.823170731707317,0.6443914081145584,0.5779092702169625,0.9898648648648649,0.7297633872976339,0.8663512714370195,0.9632867420814195,3,214
Magnitude warping,traditional,42,1000,0.71,0.5606694560669456,0.8170731707317073,0.6650124069478908,0.6147368421052631,0.9864864864864865,0.7574578469520103,0.8800482218203737,0.9632867420814195,4,183
Magnitude warping,traditional,42,1000,0.72,0.6073059360730594,0.8109756097560976,0.6945169712793734,0.6530612244897959,0.972972972972973,0.7815468113975577,0.8861538461538462,0.9632867420814195,8,153
Magnitude warping,traditional,42,1000,0.73,0.6298076923076923,0.7987804878048781,0.7043010752688172,0.6842105263157895,0.9662162162162162,0.8011204481792717,0.8926342072409488,0.9632867420814195,10,132
Magnitude warping,traditional,42,1000,0.74,0.6564102564102564,0.7804878048780488,0.713091922005571,0.7275064267352185,0.956081081081081,0.8262773722627738,0.8995549904640814,0.9632867420814195,13,106
Magnitude warping,traditional,42,1000,0.7499999999999999,0.6648936170212766,0.7621951219512195,0.7102272727272727,0.7540983606557377,0.9324324324324325,0.8338368580060423,0.8903225806451613,0.9632867420814195,20,90
Magnitude warping,traditional,42,1000,0.7599999999999999,0.702247191011236,0.7621951219512195,0.7309941520467836,0.7884057971014493,0.918918918918919,0.8486739469578783,0.8894702419882276,0.9632867420814195,24,73
Magnitude warping,traditional,42,1000,0.7699999999999999,0.7763975155279503,0.7621951219512195,0.7692307692307693,0.8282208588957055,0.9121621621621622,0.8681672025723473,0.8940397350993378,0.9632867420814195,26,56
Magnitude warping,traditional,42,1000,0.7799999999999999,0.7973856209150327,0.7439024390243902,0.7697160883280757,0.842443729903537,0.8851351351351351,0.8632619439868204,0.8762541806020067,0.9632867420814195,34,49
Magnitude warping,traditional,42,1000,0.7899999999999999,0.8832116788321168,0.7378048780487805,0.8039867109634552,0.8758389261744967,0.8817567567567568,0.8787878787878788,0.8805668016194332,0.9632867420814195,35,37
Magnitude warping,traditional,42,1000,0.7999999999999999,0.9375,0.7317073170731707,0.821917808219178,0.910394265232975,0.8581081081081081,0.8834782608695653,0.8680792891319207,0.9632867420814195,42,25
Magnitude warping,traditional,42,1000,0.8099999999999999,0.9586776859504132,0.7073170731707317,0.8140350877192982,0.9576923076923077,0.8412162162162162,0.89568345323741,0.8621883656509696,0.9632867420814195,47,11
Magnitude warping,traditional,42,1000,0.82,0.9739130434782609,0.6829268292682927,0.8028673835125448,0.9877049180327869,0.8141891891891891,0.8925925925925926,0.8438375350140056,0.9632867420814195,55,3
Magnitude warping,traditional,42,1000,0.83,0.9910714285714286,0.676829268292683,0.8043478260869565,0.9914163090128756,0.7804054054054054,0.8733459357277883,0.8151023288637967,0.9632867420814195,65,2
Magnitude warping,traditional,42,1000,0.84,1.0,0.6707317073170732,0.8029197080291971,1.0,0.7567567567567568,0.8615384615384616,0.7954545454545454,0.9632867420814195,72,0
Magnitude warping,traditional,42,1000,0.8499999999999999,1.0,0.6524390243902439,0.7896678966789668,1.0,0.7128378378378378,0.8323471400394478,0.7562724014336918,0.9632867420814195,85,0
Magnitude warping,traditional,42,1000,0.8599999999999999,1.0,0.6158536585365854,0.7622641509433963,1.0,0.668918918918919,0.8016194331983806,0.7163531114327062,0.9632867420814195,98,0
Magnitude warping,traditional,42,1000,0.8699999999999999,1.0,0.6097560975609756,0.7575757575757576,1.0,0.6182432432432432,0.7640918580375783,0.6693489392831017,0.9632867420814195,113,0
Magnitude warping,traditional,42,1000,0.8799999999999999,1.0,0.5975609756097561,0.7480916030534351,1.0,0.5506756756756757,0.710239651416122,0.6050482553823311,0.9632867420814195,133,0
Magnitude warping,traditional,42,1000,0.8899999999999999,1.0,0.5792682926829268,0.7335907335907336,1.0,0.5135135135135135,0.6785714285714286,0.5688622754491018,0.9632867420814195,144,0
Magnitude warping,traditional,42,1000,0.8999999999999999,1.0,0.5426829268292683,0.7035573122529645,1.0,0.46621621621621623,0.6359447004608295,0.5219364599092284,0.9632867420814195,158,0
Magnitude warping,traditional,42,1000,0.9099999999999999,1.0,0.5060975609756098,0.6720647773279352,1.0,0.42567567567567566,0.5971563981042654,0.48091603053435117,0.9632867420814195,170,0
Magnitude warping,traditional,42,1000,0.9199999999999999,1.0,0.4695121951219512,0.6390041493775933,1.0,0.40202702702702703,0.5734939759036145,0.4566385264773599,0.9632867420814195,177,0
Magnitude warping,traditional,42,1000,0.9299999999999999,1.0,0.40853658536585363,0.5800865800865801,1.0,0.375,0.5454545454545454,0.42857142857142855,0.9632867420814195,185,0
Magnitude warping,traditional,42,1000,0.94,1.0,0.3597560975609756,0.5291479820627802,1.0,0.31756756756756754,0.48205128205128206,0.3677621283255086,0.9632867420814195,202,0
Magnitude warping,traditional,42,1000,0.95,1.0,0.2804878048780488,0.4380952380952381,1.0,0.28040540540540543,0.43799472295514513,0.3275453827940016,0.9632867420814195,213,0
Masking Diffusion,generative,42,1000,0.05,0.16837782340862423,1.0,0.28822495606326887,0.10979228486646884,1.0,0.19786096256684493,0.38144329896907214,0.9491566964336681,0,2400
Masking Diffusion,generative,42,1000,0.06,0.17502668089647813,1.0,0.29791099000908267,0.1126331811263318,1.0,0.2024623803009576,0.3882476390346275,0.9491566964336681,0,2332
Masking Diffusion,generative,42,1000,0.07,0.18041804180418042,1.0,0.30568499534016774,0.11598746081504702,1.0,0.20786516853932585,0.3961456102783726,0.9491566964336681,0,2256
Masking Diffusion,generative,42,1000,0.08,0.18742857142857142,1.0,0.3156881616939365,0.11940298507462686,1.0,0.21333333333333335,0.40404040404040403,0.9491566964336681,0,2183
Masking Diffusion,generative,42,1000,0.09,0.19226260257913247,1.0,0.3225172074729597,0.1221626083367726,1.0,0.21772710555351232,0.41031327973385084,0.9491566964336681,0,2127
Masking Diffusion,generative,42,1000,0.09999999999999999,0.19759036144578312,1.0,0.3299798792756539,0.12515856236786468,1.0,0.2224727546035325,0.4170188785573401,0.9491566964336681,0,2069
Masking Diffusion,generative,42,1000,0.10999999999999999,0.1997563946406821,1.0,0.332994923857868,0.12698412698412698,1.0,0.22535211267605634,0.42105263157894735,0.9491566964336681,0,2035
Masking Diffusion,generative,42,1000,0.12,0.20147420147420148,1.0,0.33537832310838445,0.12813852813852813,1.0,0.227168073676132,0.42358328563251285,0.9491566964336681,0,2014
Masking Diffusion,generative,42,1000,0.13,0.20297029702970298,1.0,0.3374485596707819,0.13022437307523096,1.0,0.23043985986765278,0.4281168643332369,0.9491566964336681,0,1977
Masking Diffusion,generative,42,1000,0.13999999999999999,0.20525657071339173,1.0,0.3406022845275182,0.13208389112003568,1.0,0.23334647221127316,0.4321167883211679,0.9491566964336681,0,1945
Masking Diffusion,generative,42,1000,0.14999999999999997,0.2068095838587642,1.0,0.34273772204806685,0.13363431151241534,1.0,0.2357626443647949,0.4354221829949985,0.9491566964336681,0,1919
Masking Diffusion,generative,42,1000,0.15999999999999998,0.20918367346938777,1.0,0.3459915611814346,0.13534522176497485,1.0,0.23842126459927507,0.4390388608721448,0.9491566964336681,0,1891
Masking Diffusion,generative,42,1000,0.16999999999999998,0.21216041397153945,1.0,0.35005336179295626,0.13665743305632502,1.0,0.2404549147034931,0.4417910447761194,0.9491566964336681,0,1870
Masking Diffusion,generative,42,1000,0.18,0.2152230971128609,1.0,0.3542116630669546,0.13805970149253732,1.0,0.24262295081967214,0.44471153846153844,0.9491566964336681,0,1848
Masking Diffusion,generative,42,1000,0.19,0.21808510638297873,1.0,0.35807860262008734,0.1397544853635505,1.0,0.2452361226180613,0.4482132041187159,0.9491566964336681,0,1822
Masking Diffusion,generative,42,1000,0.19999999999999996,0.2213225371120108,1.0,0.3624309392265193,0.14108674928503337,1.0,0.24728487886382622,0.4509445460085314,0.9491566964336681,0,1802
Masking Diffusion,generative,42,1000,0.20999999999999996,0.22496570644718794,1.0,0.3673012318029115,0.14285714285714285,1.0,0.25,0.45454545454545453,0.9491566964336681,0,1776
Masking Diffusion,generative,42,1000,0.21999999999999997,0.22873082287308227,1.0,0.37230419977298523,0.14502694757471826,1.0,0.25331621737270005,0.45891472868217054,0.9491566964336681,0,1745
Masking Diffusion,generative,42,1000,0.22999999999999998,0.23395149786019973,1.0,0.3791907514450867,0.14704421261798312,1.0,0.256388046773495,0.4629340006255865,0.9491566964336681,0,1717
Masking Diffusion,generative,42,1000,0.24,0.23802612481857766,1.0,0.38452520515826494,0.14859437751004015,1.0,0.25874125874125875,0.4659949622166247,0.9491566964336681,0,1696
Masking Diffusion,generative,42,1000,0.24999999999999994,0.24153166421207659,1.0,0.38908659549228947,0.1514066496163683,1.0,0.26299422478898266,0.4714877349474355,0.9491566964336681,0,1659
Masking Diffusion,generative,42,1000,0.25999999999999995,0.24514200298953662,1.0,0.3937575030012005,0.1534473820632452,1.0,0.2660674157303371,0.47542563443623514,0.9491566964336681,0,1633
Masking Diffusion,generative,42,1000,0.26999999999999996,0.25,1.0,0.4,0.15538057742782152,1.0,0.26896865061335756,0.47911945613467144,0.9491566964336681,0,1609
Masking Diffusion,generative,42,1000,0.27999999999999997,0.2534775888717156,1.0,0.40443896424167697,0.15769845498135324,1.0,0.2724344224574321,0.48350212348905586,0.9491566964336681,0,1581
Masking Diffusion,generative,42,1000,0.29,0.25826771653543307,1.0,0.41051314142678347,0.16025988088792636,1.0,0.2762482501166589,0.488287693830419,0.9491566964336681,0,1551
Masking Diffusion,generative,42,1000,0.3,0.2611464968152866,1.0,0.41414141414141414,0.1628162816281628,1.0,0.2800378429517502,0.49300466355762823,0.9491566964336681,0,1522
Masking Diffusion,generative,42,1000,0.30999999999999994,0.2649434571890145,1.0,0.41890166028097064,0.1649025069637883,1.0,0.28311812529890007,0.4968110104061766,0.9491566964336681,0,1499
Masking Diffusion,generative,42,1000,0.31999999999999995,0.2684124386252046,1.0,0.4232258064516129,0.1684689812179852,1.0,0.28835849975645395,0.5032301938116287,0.9491566964336681,0,1461
Masking Diffusion,generative,42,1000,0.32999999999999996,0.27107438016528923,1.0,0.4265279583875163,0.17159420289855074,1.0,0.2929242949035131,0.5087658989343417,0.9491566964336681,0,1429
Masking Diffusion,generative,42,1000,0.33999999999999997,0.2747068676716918,1.0,0.43101182654402104,0.17473435655253838,1.0,0.2974874371859296,0.5142460041695622,0.9491566964336681,0,1398
Masking Diffusion,generative,42,1000,0.3499999999999999,0.2765598650927487,1.0,0.4332892998678996,0.1784207353827607,1.0,0.3028132992327366,0.5205768554344002,0.9491566964336681,0,1363
Masking Diffusion,generative,42,1000,0.35999999999999993,0.2827586206896552,1.0,0.44086021505376344,0.18237831176833025,1.0,0.3084940072954664,0.5272532953330958,0.9491566964336681,0,1327
Masking Diffusion,generative,42,1000,0.36999999999999994,0.2847222222222222,1.0,0.44324324324324327,0.18651543793320732,1.0,0.3143919277748274,0.534103211836882,0.9491566964336681,0,1291
Masking Diffusion,generative,42,1000,0.37999999999999995,0.2902654867256637,1.0,0.4499314128943759,0.19047619047619047,1.0,0.32,0.5405405405405406,0.9491566964336681,0,1258
Masking Diffusion,generative,42,1000,0.38999999999999996,0.2918149466192171,1.0,0.45179063360881544,0.19384413883431564,1.0,0.3247394404827208,0.5459240132792328,0.9491566964336681,0,1231
Masking Diffusion,generative,42,1000,0.3999999999999999,0.2949640287769784,1.0,0.45555555555555555,0.19865771812080538,1.0,0.3314669652855543,0.5534779356768885,0.9491566964336681,0,1194
Masking Diffusion,generative,42,1000,0.4099999999999999,0.30036630036630035,1.0,0.4619718309859155,0.2037164487267722,1.0,0.33847913093196114,0.5612438376943496,0.9491566964336681,0,1157
Masking Diffusion,generative,42,1000,0.41999999999999993,0.3037037037037037,1.0,0.4659090909090909,0.20889202540578689,1.0,0.3455925277291302,0.5690119184928873,0.9491566964336681,0,1121
Masking Diffusion,generative,42,1000,0.42999999999999994,0.30943396226415093,1.0,0.47262247838616717,0.2132564841498559,1.0,0.3515439429928741,0.5754276827371695,0.9491566964336681,0,1092
Masking Diffusion,generative,42,1000,0.43999999999999995,0.3111954459203036,1.0,0.47467438494934877,0.21653255303584493,1.0,0.35598316295850874,0.5801646413171305,0.9491566964336681,0,1071
Masking Diffusion,generative,42,1000,0.4499999999999999,0.31238095238095237,1.0,0.4760522496371553,0.22139117427075541,1.0,0.3625229638701776,0.5870686235620786,0.9491566964336681,0,1041
Masking Diffusion,generative,42,1000,0.4599999999999999,0.31721470019342357,1.0,0.48164464023494863,0.2268199233716475,1.0,0.3697688944409744,0.5946163117717959,0.9491566964336681,0,1009
Masking Diffusion,generative,42,1000,0.4699999999999999,0.3215686274509804,1.0,0.486646884272997,0.23125,1.0,0.3756345177664975,0.6006493506493507,0.9491566964336681,0,984
Masking Diffusion,generative,42,1000,0.4799999999999999,0.32669322709163345,1.0,0.4924924924924925,0.23604465709728867,1.0,0.38193548387096776,0.6070549630844955,0.9491566964336681,0,958
Masking Diffusion,generative,42,1000,0.48999999999999994,0.33064516129032256,1.0,0.49696969696969695,0.23967611336032388,1.0,0.3866753755715219,0.6118230673832162,0.9491566964336681,0,939
Masking Diffusion,generative,42,1000,0.49999999999999994,0.33537832310838445,1.0,0.5022970903522205,0.24625623960066556,1.0,0.3951935914552737,0.6202849958088852,0.9491566964336681,0,906
Masking Diffusion,generative,42,1000,0.5099999999999999,0.340956340956341,1.0,0.5085271317829457,0.25148683092608326,1.0,0.4019008825526137,0.626853028377806,0.9491566964336681,0,881
Masking Diffusion,generative,42,1000,0.5199999999999999,0.346072186836518,0.9939024390243902,0.5133858267716536,0.2591943957968476,1.0,0.41168289290681503,0.6362854686156492,0.9491566964336681,0,846
Masking Diffusion,generative,42,1000,0.5299999999999999,0.35053763440860214,0.9939024390243902,0.5182829888712241,0.26714801444043323,1.0,0.42165242165242167,0.6457242582897034,0.9491566964336681,0,812
Masking Diffusion,generative,42,1000,0.5399999999999999,0.351409978308026,0.9878048780487805,0.5184,0.27586206896551724,1.0,0.43243243243243246,0.6557377049180327,0.9491566964336681,0,777
Masking Diffusion,generative,42,1000,0.5499999999999999,0.35333333333333333,0.9695121951219512,0.5179153094462541,0.28434197886647455,1.0,0.44278234854151083,0.6651685393258427,0.9491566964336681,0,745
Masking Diffusion,generative,42,1000,0.5599999999999999,0.35665914221218964,0.9634146341463414,0.5205930807248764,0.29133858267716534,1.0,0.45121951219512196,0.6727272727272727,0.9491566964336681,0,720
Masking Diffusion,generative,42,1000,0.57,0.36574074074074076,0.9634146341463414,0.5302013422818792,0.30421377183967113,1.0,0.4665090622537431,0.6861381548446917,0.9491566964336681,0,677
Masking Diffusion,generative,42,1000,0.58,0.36941176470588233,0.9573170731707317,0.533106960950764,0.3138918345705196,1.0,0.4778046811945117,0.6958157028678891,0.9491566964336681,0,647
Masking Diffusion,generative,42,1000,0.59,0.3738095238095238,0.9573170731707317,0.5376712328767124,0.3186221743810549,1.0,0.483265306122449,0.7004259346900142,0.9491566964336681,0,633
Masking Diffusion,generative,42,1000,0.6,0.3819951338199513,0.9573170731707317,0.5460869565217391,0.33221099887766553,1.0,0.4987363100252738,0.7132530120481928,0.9491566964336681,0,595
Masking Diffusion,generative,42,1000,0.61,0.3865336658354115,0.9451219512195121,0.5486725663716814,0.34579439252336447,1.0,0.5138888888888888,0.7254901960784313,0.9491566964336681,0,560
Masking Diffusion,generative,42,1000,0.62,0.38618925831202044,0.9207317073170732,0.5441441441441441,0.3528009535160906,1.0,0.5215859030837005,0.731586752347998,0.9491566964336681,0,543
Masking Diffusion,generative,42,1000,0.63,0.3962765957446808,0.9085365853658537,0.5518518518518518,0.3658838071693449,1.0,0.5357466063348416,0.7425990968389363,0.9491566964336681,0,513
Masking Diffusion,generative,42,1000,0.6399999999999999,0.4037940379403794,0.9085365853658537,0.5590994371482176,0.38242894056847543,1.0,0.5532710280373832,0.7558733401430031,0.9491566964336681,0,478
Masking Diffusion,generative,42,1000,0.6499999999999999,0.40896358543417366,0.8902439024390244,0.5604606525911708,0.3967828418230563,1.0,0.5681381957773513,0.7668393782383419,0.9491566964336681,0,450
Masking Diffusion,generative,42,1000,0.6599999999999999,0.4183381088825215,0.8902439024390244,0.5692007797270955,0.40827586206896554,1.0,0.5798237022526934,0.7752750130958617,0.9491566964336681,0,429
Masking Diffusion,generative,42,1000,0.6699999999999999,0.43582089552238806,0.8902439024390244,0.5851703406813628,0.4222539229671897,1.0,0.5937813440320963,0.7851458885941645,0.9491566964336681,0,405
Masking Diffusion,generative,42,1000,0.6799999999999999,0.4420731707317073,0.8841463414634146,0.5894308943089431,0.4398216939078752,1.0,0.6109391124871001,0.7969843834141088,0.9491566964336681,0,377
Masking Diffusion,generative,42,1000,0.69,0.4528301886792453,0.8780487804878049,0.5975103734439834,0.4525993883792049,1.0,0.6231578947368421,0.8052230685527747,0.9491566964336681,0,358
Masking Diffusion,generative,42,1000,0.7,0.46710526315789475,0.8658536585365854,0.6068376068376068,0.4728434504792332,1.0,0.6420824295010846,0.8176795580110497,0.9491566964336681,0,330
Masking Diffusion,generative,42,1000,0.71,0.4791666666666667,0.8414634146341463,0.6106194690265486,0.49248747913188645,0.9966216216216216,0.659217877094972,0.8272574312955693,0.9491566964336681,1,304
Masking Diffusion,generative,42,1000,0.72,0.4840989399293286,0.8353658536585366,0.6129753914988815,0.5051546391752577,0.9932432432432432,0.6697038724373576,0.8323895809739524,0.9491566964336681,2,288
Masking Diffusion,generative,42,1000,0.73,0.4891304347826087,0.823170731707317,0.6136363636363636,0.5195035460992907,0.9898648648648649,0.6813953488372093,0.8381006864988558,0.9491566964336681,3,271
Masking Diffusion,generative,42,1000,0.74,0.5018587360594795,0.823170731707317,0.6235565819861432,0.5386029411764706,0.9898648648648649,0.6976190476190476,0.8478009259259259,0.9491566964336681,3,251
Masking Diffusion,generative,42,1000,0.7499999999999999,0.5298804780876494,0.8109756097560976,0.6409638554216868,0.5581395348837209,0.972972972972973,0.7093596059113301,0.8470588235294118,0.9491566964336681,8,228
Masking Diffusion,generative,42,1000,0.7599999999999999,0.5635593220338984,0.8109756097560976,0.665,0.5780933062880325,0.9628378378378378,0.7224334600760456,0.8497316636851521,0.9491566964336681,11,208
Masking Diffusion,generative,42,1000,0.7699999999999999,0.5972850678733032,0.8048780487804879,0.6857142857142857,0.5995762711864406,0.956081081081081,0.7369791666666666,0.8544685990338164,0.9491566964336681,13,189
Masking Diffusion,generative,42,1000,0.7799999999999999,0.6280193236714976,0.7926829268292683,0.7008086253369272,0.6415525114155252,0.9493243243243243,0.7656675749318801,0.8662145499383477,0.9491566964336681,15,157
Masking Diffusion,generative,42,1000,0.7899999999999999,0.679144385026738,0.774390243902439,0.7236467236467237,0.7,0.9222972972972973,0.7959183673469388,0.8672172808132147,0.9491566964336681,23,117
Masking Diffusion,generative,42,1000,0.7999999999999999,0.7393939393939394,0.7439024390243902,0.7416413373860182,0.7528089887640449,0.9054054054054054,0.8220858895705522,0.8701298701298701,0.9491566964336681,28,88
Masking Diffusion,generative,42,1000,0.8099999999999999,0.8026315789473685,0.7439024390243902,0.7721518987341772,0.7794117647058824,0.8952702702702703,0.8333333333333334,0.8694225721784777,0.9491566964336681,31,75
Masking Diffusion,generative,42,1000,0.82,0.8391608391608392,0.7317073170731707,0.7817589576547231,0.8291139240506329,0.8851351351351351,0.8562091503267973,0.8733333333333333,0.9491566964336681,34,54
Masking Diffusion,generative,42,1000,0.83,0.8666666666666667,0.7134146341463414,0.782608695652174,0.865979381443299,0.8513513513513513,0.858603066439523,0.8542372881355932,0.9491566964336681,44,39
Masking Diffusion,generative,42,1000,0.84,0.9,0.7134146341463414,0.7959183673469388,0.9138576779026217,0.8243243243243243,0.866785079928952,0.8407994486560992,0.9491566964336681,52,23
Masking Diffusion,generative,42,1000,0.8499999999999999,0.9590163934426229,0.7134146341463414,0.8181818181818182,0.953125,0.8243243243243243,0.8840579710144928,0.8472222222222222,0.9491566964336681,52,12
Masking Diffusion,generative,42,1000,0.8599999999999999,0.9576271186440678,0.6890243902439024,0.8014184397163121,0.9629629629629629,0.7905405405405406,0.8682745825602969,0.8199018920812894,0.9491566964336681,62,9
Masking Diffusion,generative,42,1000,0.8699999999999999,0.9908256880733946,0.6585365853658537,0.7912087912087912,0.9734513274336283,0.7432432432432432,0.842911877394636,0.7801418439716312,0.9491566964336681,76,6
Masking Diffusion,generative,42,1000,0.8799999999999999,0.9904761904761905,0.6341463414634146,0.7732342007434945,1.0,0.6824324324324325,0.8112449799196787,0.7287157287157288,0.9491566964336681,94,0
Masking Diffusion,generative,42,1000,0.8899999999999999,1.0,0.6158536585365854,0.7622641509433963,1.0,0.6486486486486487,0.7868852459016393,0.6976744186046512,0.9491566964336681,104,0
Masking Diffusion,generative,42,1000,0.8999999999999999,1.0,0.5792682926829268,0.7335907335907336,1.0,0.5912162162162162,0.7430997876857749,0.6438557763061075,0.9491566964336681,121,0
Masking Diffusion,generative,42,1000,0.9099999999999999,1.0,0.5670731707317073,0.7237354085603113,1.0,0.5101351351351351,0.6756152125279642,0.5655430711610487,0.9491566964336681,145,0
Masking Diffusion,generative,42,1000,0.9199999999999999,1.0,0.5609756097560976,0.71875,1.0,0.4864864864864865,0.6545454545454545,0.5421686746987951,0.9491566964336681,152,0
Masking Diffusion,generative,42,1000,0.9299999999999999,1.0,0.5426829268292683,0.7035573122529645,1.0,0.46621621621621623,0.6359447004608295,0.5219364599092284,0.9491566964336681,158,0
Masking Diffusion,generative,42,1000,0.94,1.0,0.4817073170731707,0.6502057613168725,1.0,0.42567567567567566,0.5971563981042654,0.48091603053435117,0.9491566964336681,170,0
Masking Diffusion,generative,42,1000,0.95,1.0,0.40853658536585363,0.5800865800865801,1.0,0.3581081081081081,0.527363184079602,0.4108527131782946,0.9491566964336681,190,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.05,0.17354497354497356,1.0,0.2957619477006312,0.11362763915547025,1.0,0.2040675629093416,0.39060438110319345,0.943794396523099,0,2309
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.06,0.18222222222222223,1.0,0.3082706766917293,0.11746031746031746,1.0,0.21022727272727273,0.39956803455723544,0.943794396523099,0,2224
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.07,0.18850574712643678,1.0,0.31721470019342357,0.12061939690301549,1.0,0.21527272727272728,0.4068169323804288,0.943794396523099,0,2158
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.08,0.19339622641509435,1.0,0.3241106719367589,0.12312811980033278,1.0,0.21925925925925926,0.4124860646599777,0.943794396523099,0,2108
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.09,0.1959378733572282,1.0,0.3276723276723277,0.12521150592216582,1.0,0.22255639097744362,0.41713641488162345,0.943794396523099,0,2068
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.09999999999999999,0.19854721549636803,1.0,0.33131313131313134,0.12654980761008977,1.0,0.22466793168880456,0.4200965086573943,0.943794396523099,0,2043
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.10999999999999999,0.1997563946406821,1.0,0.332994923857868,0.12758620689655173,1.0,0.22629969418960244,0.4223744292237443,0.943794396523099,0,2024
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.12,0.2017220172201722,1.0,0.33572159672466734,0.1289198606271777,1.0,0.22839506172839505,0.42528735632183906,0.943794396523099,0,2000
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.13,0.20474406991260924,1.0,0.3398963730569948,0.12999560825647782,1.0,0.2300816167897396,0.42762207454492923,0.943794396523099,0,1981
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.13999999999999999,0.20785804816223066,1.0,0.3441762854144806,0.13178984861976847,1.0,0.23288749016522423,0.4314868804664723,0.943794396523099,0,1950
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.14999999999999997,0.20998719590268886,1.0,0.3470899470899471,0.13285457809694792,1.0,0.23454833597464342,0.43376318874560377,0.943794396523099,0,1932
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.15999999999999998,0.2127107652399481,1.0,0.3508021390374332,0.13448432530667878,1.0,0.23708450140168202,0.43722304283604135,0.943794396523099,0,1905
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.16999999999999998,0.21437908496732025,1.0,0.35306781485468247,0.13634269921695072,1.0,0.23996757194973653,0.44113263785394935,0.943794396523099,0,1875
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.18,0.21635883905013192,1.0,0.3557483731019523,0.137995337995338,1.0,0.24252355591970504,0.4445779513367378,0.943794396523099,0,1849
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.19,0.2192513368983957,1.0,0.35964912280701755,0.13982050070854984,1.0,0.2453377538334024,0.44834898515601335,0.943794396523099,0,1821
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.19999999999999996,0.2222222222222222,1.0,0.36363636363636365,0.14101953311100524,1.0,0.24718162839248434,0.4508071885470606,0.943794396523099,0,1803
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.20999999999999996,0.22373806275579808,1.0,0.3656633221850613,0.14183037853378055,1.0,0.24842635333613092,0.4524610210944665,0.943794396523099,0,1791
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.21999999999999997,0.2274618585298197,1.0,0.3706214689265537,0.14361960213488598,1.0,0.2511667373780229,0.4560862865947612,0.943794396523099,0,1765
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.22999999999999998,0.2300140252454418,1.0,0.37400228050171036,0.14588467225234106,1.0,0.2546236559139785,0.4606286959228136,0.943794396523099,0,1733
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.24,0.2336182336182336,1.0,0.3787528868360277,0.148,1.0,0.2578397212543554,0.4648241206030151,0.943794396523099,0,1704
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.24999999999999994,0.23699421965317918,1.0,0.38317757009345793,0.149873417721519,1.0,0.26067811536767943,0.46850269072491296,0.943794396523099,0,1679
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.25999999999999995,0.24011713030746706,1.0,0.3872491145218418,0.1522633744855967,1.0,0.2642857142857143,0.4731457800511509,0.943794396523099,0,1648
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.26999999999999996,0.24514200298953662,1.0,0.3937575030012005,0.15538057742782152,1.0,0.26896865061335756,0.47911945613467144,0.943794396523099,0,1609
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.27999999999999997,0.2481089258698941,1.0,0.3975757575757576,0.15786666666666666,1.0,0.27268539843390144,0.4838182412553122,0.943794396523099,0,1579
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.29,0.25386996904024767,1.0,0.4049382716049383,0.15991356023770933,1.0,0.27573358174196555,0.4876441515650741,0.943794396523099,0,1555
